"book_id"	"title"	"author"	"description"	"genres"	"first_publish_year"	"editions"	"num_pages"	"cover_m"	"cover_l"	"average_rating"	"rating_count"	"id_goodreads"	"id_amazon"
"OL56898W"	"Paladin of Souls"	"Lois McMaster Bujold"	"E-Book Extras: ONE: The Keys to Chalion: A Dictionary of People, Places, and Things; TWO: Chalion MiscellanyIt's been three years since the curse was lifted, but Ista dy Baocia, Dowager Royina of Chalion, holds a dark secret: she was responsible for the destruction of Chalion years ago. When her kingdom is threatened once again, Ista must defend her homeland, and her soul.One of the most honored authors in the field of fantasy and science fiction, Lois McMaster Bujold transports us once more to a dark and troubled land and embroils us in a desperate struggle to preserve the endangered souls of a realm.Three years have passed since the widowed Dowager Royina Ista found release from the curse of madness that kept her imprisoned in her family's castle of Valenda. Her newfound freedom is costly, bittersweet with memories, regrets, and guilty secrets -- for she knows the truth of what brought her land to the brink of destruction. And now the road -- escape -- beckons. . . . A simple pilgrimage, perhaps. Quite fitting for the Dowager Royina of all Chalion.Yet something else is free, too -- something beyond deadly. To the north lies the vital border fortress of Porifors. Memories linger there as well, of wars and invasions and the mighty Golden General of Jokona. And someone, something, watches from across that border -- humans, demons, gods.Ista thinks her little party of pilgrims wanders at will. But whose? When Ista's retinue is unexpectedly set upon not long into its travels, a mysterious ally appears -- a warrior nobleman who fights like a berserker. The temporary safety of her enigmatic champion's castle cannot ease Ista's mounting dread, however, when she finds his dark secrets are entangled with hers in a net of the gods' own weaving.In her dreams the threads are already drawing her to unforeseen chances, fateful meetings, fearsome choices. What the inscrutable gods commanded of her in the past brought her land to the brink of devastation. Now, once again, they have chosen Ista as their instrument. And again, for good or for ill, she must comply."	"['Fantasy', 'Hugo Award Winner', 'Fiction', 'general', 'award:nebula_award=novel', 'Queens', 'series:world_of_the_five_gods', 'fantasy', 'award:hugo_award=novel', 'award:hugo_award=2004']"	"2003"	18	436	"https://covers.openlibrary.org/b/id/238001-M.jpg"	"https://covers.openlibrary.org/b/id/238001-L.jpg"	4.06	16	"833985"	"1470848007"
"OL872981W"	"Demian"	"Hermann Hesse"	"A young man awakens to selfhood and to a world of possibilities beyond the conventions of his upbringing in Nobel Prize winner Hermann Hesse’s beloved novel Demian. Emil Sinclair is a quiet boy drawn into a forbidden yet seductive realm of petty crime and defiance. His guide is his precocious, mysterious classmate Max Demian, who provokes in Emil a search for self-discovery and spiritual fulfillment. A brilliant psychological portrait, Demian is given new life in this translation, which together with James Franco’s personal and inspiring foreword will bring a new generation to Hesse’s widely influential coming-of-age novel."	"['Germany', 'Young men', 'Interpersonal relations', 'Portuguese fiction', 'fiction', 'coming of age', 'German fiction', 'Fiction', 'Germany -- Social conditions -- 1918-1933', 'Bildungsroman', 'Translations into English', 'Bildungsromans', 'Translations from German', 'Translations into Portuguese', 'Friendship', 'general', 'Social conditions', 'Youth', 'Germany -- Social conditions -- 1918-1933 -- Fiction', 'Friendship -- Fiction', 'Teenage boys', 'Interpersonal relations -- Fiction', 'Continental european fiction (fictional works by one author)', 'German language materials']"	"1919"	131	186	"https://covers.openlibrary.org/b/id/12569297-M.jpg"	"https://covers.openlibrary.org/b/id/12569297-L.jpg"	4.11	36	"10750213"	"9685146128"
"OL86320W"	"Dubliners"	"James Joyce"	"James Joyce's disillusion with the publication of Dubliners in 1914 was the result of ten years battling with publishers, resisting their demands to remove swear words, real place names and much else, including two entire stories. Although only 24 when he signed his first publishing contract for the book, Joyce already knew its worth: to alter it in any way would 'retard the course of civilisation in Ireland'. Joyce's aim was to tell the truth -- to create a work of art that would reflect life in Ireland at the turn of the last century. By rejecting euphemism, he would reveal to the Irish the unromantic reality, the recognition of which would lead to the spiritual liberation of the country. Each of the fifteen stories offers a glimpse of the lives of ordinary Dubliners -- a death, an encounter, an opportunity not taken, a memory rekindled -- and collectively they paint a portrait of a nation. - Back cover.  Dubliners is a collection of vignettes of Dublin life at the end of the 19th Century written, by Joyce’s own admission, in a manner that captures some of the unhappiest moments of life. Some of the dominant themes include lost innocence, missed opportunities and an inability to escape one’s circumstances.  Joyce’s intention in writing Dubliners, in his own words, was to write a chapter of the moral history of his country, and he chose Dublin for the scene because that city seemed to him to be the centre of paralysis. He tried to present the stories under four different aspects: childhood, adolescence, maturity and public life. ‘The Sisters’, ‘An Encounter’ and ‘Araby’ are stories from childhood. ‘Eveline’, ‘After the Race’, ‘Two Gallants’ and ‘The Boarding House’ are stories from adolescence. ‘A Little Cloud’, ‘Counterparts’, ‘Clay’ and ‘A Painful Case’ are all stories concerned with mature life. Stories from public life are ‘Ivy Day in the Committee Room’ and ‘A Mother and Grace’. ‘The Dead’ is the last story in the collection and probably Joyce’s greatest. It stands alone and, as the title would indicate, is concerned with death.  ---------- Contains  [Sisters](https://openlibrary.org/works/OL15073389W/The_Sisters) [Encounter](https://openlibrary.org/works/OL15073256W) [Araby](https://openlibrary.org/works/OL20570121W) [Eveline](https://openlibrary.org/works/OL15073302W) [After the Race](https://openlibrary.org/works/OL18179262W) [Two Gallants](https://openlibrary.org/works/OL20570300W) [Boarding House](https://openlibrary.org/works/OL15073259W/The_Boarding_House) [Little Cloud](https://openlibrary.org/works/OL18179222W) [Counterparts](https://openlibrary.org/works/OL20570464W) [Clay](https://openlibrary.org/works/OL18179205W) [A Painful Case](https://openlibrary.org/works/OL5213767W) [Ivy Day In the Committee Room](https://openlibrary.org/works/OL20571820W) [Mother](https://openlibrary.org/works/OL18179244W) [Grace](https://openlibrary.org/works/OL15073323W) [Dead](https://openlibrary.org/works/OL15073437W/The_Dead)  ---------- Also contained in:   - [Dubliners / Portrait of the Artist as a Young Man](https://openlibrary.org/works/OL15073371W/Dubliners_Portrait_of_the_Artist_as_a_Young_Man)  - [Essential James Joyce](https://openlibrary.org/works/OL86338W/The_Essential_James_Joyce)  - [Portable James Joyce](https://openlibrary.org/works/OL86334W/The_Portable_James_Joyce)"	"['Art pottery', 'Large type books', 'Lectures et morceaux choisis', 'Irish nationalism', 'Proofs (Printing)', 'Biographies', 'Protestantism', 'English Manuscripts', 'literary fiction', 'alcoholism', 'Halloween', 'Joyce', 'Biography', 'Domestic fiction.sh', 'Étude et enseignement', 'Masturbation', 'City and town life', 'City and town life--ireland--dublin--fiction', 'Facsimiles', 'Artists', 'Roman Catholic Church', 'The Bohemian Girl', 'FICTION / Literary', 'Jesuits', 'nouvelles', 'Manners and customs', 'Catholic priests', 'Irish Novelists', 'Dublin (ireland)', 'Family reunions', 'Mothers and daughters', 'The Lass of Aughrim', 'open_syllabus_project', 'general', 'Ireland', 'Daily Express', 'Anglais (langue)', 'Kommentar', 'Young men', 'Reading Level-Grade 12', 'British and irish fiction (fictional works by one author)', 'clergy', 'Social life and customs', 'Pottery', 'fiction', 'short story', 'BIOGRAPHY & AUTOBIOGRAPHY', 'Fiction', 'English language', 'Translations into Czech', 'Pr6019.o9 .d8 1996', 'English fiction', 'concerts', 'Short Stories', 'In literature', 'Textual Criticism', 'Domestic fiction', 'fiction classics', 'Three Graces', 'short stories (single author)', 'English literature', 'corporal punishment', 'james', 'General', 'Dublin (Ireland) -- Fiction', 'in literature', 'Romans', 'Readers', 'Irish authors', 'West Briton', 'FICTION / Classics', 'piano', '823/.912', 'Romanciers irlandais', 'English Short stories', 'Manuscripts', 'Dublin (Ireland) - Fiction', 'confessionals', 'textbooks for foreign speakers', 'literary criticism', 'family life', 'Modern Art', 'City and town life in literature', 'Literature', 'Fathers and daughters', 'classics', '1882-1941', 'Conservative Party', 'Dublin (Ireland)--Fiction', 'Classic Literature']"	"1914"	684	240	"https://covers.openlibrary.org/b/id/8216412-M.jpg"	"https://covers.openlibrary.org/b/id/8216412-L.jpg"	3.87	71	"516507"	"B0078XFGII"
"OL86343W"	"A Portrait of the Artist as a Young Man"	"James Joyce"	"Stephen Dedalus grows up in Dublin, feeling different from the other boys. His childhood and adolescence are shaped by bullying, his father's weaknesses and the growing realization that in order to make his way in the world he must reject a conventional life and boecome an artist.  Penguin Popular Classics are the perfect introduction to the world-famous Penguin Classics series — which encompasses the best books ever written, from Homer's Odyssey to Orwell's 1984 and everything in between."	"['Stephen Dedalus (Fictitious character)', 'Fictional Works Publication Type', 'james', 'Young men', 'Romans', 'Stephen Dedalus', 'A portrait of the artist as a young man', 'Large type books', 'British and irish fiction (fictional works by one author)', 'Social life and customs', 'nouvelles', 'fiction', 'Portrait of the artist as a young man (Joyce', 'coming of age', 'Dedalus', 'Manners and customs', 'romance', 'Artistes', 'English Manuscripts', 'Fiction', 'Authors', 'Dublin (ireland)', '823/.912', 'Manuscripts', 'Joyce', 'Bildungsromans', 'Young men--fiction', 'Adolescent', 'Coming of age', 'open_syllabus_project', 'general', 'Literature', 'Portrait of the artist as a young man', 'Artists--fiction', 'James)', 'Stephen Dedalus (Fictional character)', 'Ireland', 'Pr6019.o9 p63 2006b', 'stephen (fictitious character)', '1882-1941', 'Autobiographical fiction', 'biographical', 'Facsimiles', 'Jeunes hommes', 'Psychological fiction', 'English literature', 'Classic Literature', 'Classics', 'Artists', 'Literary']"	"1818"	344	280	"https://covers.openlibrary.org/b/id/9328410-M.jpg"	"https://covers.openlibrary.org/b/id/9328410-L.jpg"	3.34	32	"965478"	"B0CZZYR87C"
"OL86318W"	"Ulysses"	"James Joyce"	"Written over a seven-year period, from 1914 to 1921, this book has survived bowdlerization, legal action and controversy. The novel deals with the events of one day in Dublin, 16th June 1904, now known as \"\"Bloomsday\"\". The principal characters are Stephen Dedalus, Leopold Bloom and his wife Molly. Ulysses has been labelled dirty, blasphemous and unreadable. In a famous 1933 court decision, Judge John M. Woolsey declared it an emetic book-although he found it not quite obscene enough to disallow its importation into the United States-and Virginia Woolf was moved to decry James Joyce's \"\"cloacal obsession\"\". None of these descriptions, however, do the slightest justice to the novel. To this day it remains the modernist masterpiece, in which the author takes both Celtic lyricism and vulgarity to splendid extremes. It is funny, sorrowful, and even (in its own way) suspenseful. And despite the exegetical industry that has sprung up in the last 75 years, Ulysses is also a compulsively readable book."	"['Immoral Literature', 'Male friendship--fiction', 'Male friendship', 'Prohibited books', 'Proofs (Printing)', 'English Manuscripts', 'History', 'Experimental fiction', 'Leopold Bloom (Fictitious character)', 'Joyce', 'erotica', 'Leopold (Personaje literario)', 'Open Library Staff Picks', 'City and town life', 'Stream of consciousness', 'molly (fictional character)--fiction', 'Couples mariés', 'City and town life--fiction', 'molly (fictional character)', 'Pictorial works', 'Belletristische Darstellung', 'Men--ireland--dublin--fiction', 'Facsimiles', 'Married people', 'Hombres', 'Aliénation (Psychologie sociale)', 'Revolutions', 'Artists', 'Men--dublin (ireland)--fiction', 'Men', 'molly (fictitious character)--fiction', 'Married people--fiction', 'nouvelles', 'Dublin (ireland)', 'molly (fictitious character)', 'leopold (fictitious character)', 'New York Times reviewed', 'open_syllabus_project', 'general', 'Bloom', 'Ireland', 'Alienation (social psychology)--fiction', 'Psychological fiction', 'psychological', 'Long Now Manual for Civilization', 'Photograph collections', 'British and irish fiction (fictional works by one author)', 'fiction', 'Dedalus', 'Alienation (Social psychology)', 'Artistes', 'Littérature anglaise', 'Fiction', 'NOVELAS IRLANDESAS', 'Historical Fiction', 'English fiction', 'Friendship', 'Translations into Irish', 'Pr6019.o9 u442 1993', 'Artists--fiction', 'leopold (fictional character)', 'Textual Criticism', 'Law and legislation', 'Amitié masculine', 'Domestic fiction', 'Revolutionaries', 'English literature', 'Ficción', 'james', 'Hommes juifs', 'Stream of consciousness fiction', 'Romans', 'Photography', 'Vie urbaine', '823/.912', 'Englisch', 'Manuscripts', 'Courant de conscience (Littérature)', 'family life', 'Molly (Personaje literario)', 'leopold (fictitious character)--fiction', 'Pr6019.o9 u4 1990', 'Jewish men', 'leopold (fictional character)--fiction', 'Jewish men--fiction', 'Book: sga joy', 'Molly Bloom (Fictitious character)', 'stephen (fictitious character)', '1882-1941', 'Classic Literature']"	"1920"	584	734	"https://covers.openlibrary.org/b/id/13136548-M.jpg"	"https://covers.openlibrary.org/b/id/13136548-L.jpg"	3.31	13	"23306"	"B083QL7VCR"
"OL8996439W"	"Il nome della rosa"	"Umberto Eco"	"It is the year 1327. Franciscans in an Italian abbey are suspected of heresy, but Brother William of Baskerville’s investigation is suddenly overshadowed by seven bizarre deaths."	"['Novela', 'Semiotics', 'Translations into German', 'William of Baskerville (Fictitious character)', 'Umberto)', 'Tłumaczenia polskie', 'Romans', 'Middle Ages', 'Benediktinerkloster', 'Large type books', 'Medieval Libraries', 'nouvelles', 'Mystery fiction', 'Historia', 'fiction', 'Nome della rosa (Eco', 'Monastic libraries', 'Italian fiction', 'Monasticism and religious orders', 'Monasticismo y órdenes religiosas', 'History', 'Fiction', 'Kriminalfall', 'Novela de misterio', 'Hermetism', 'William', 'Monks', 'Translations into English', 'Novela didáctica', 'Sémiotique', 'Church history', 'Historia eclesiástica', 'Libraries', 'general', 'Bibliotecas monásticas', 'Italy', 'Novela histórica', 'historical', 'of baskerville (fictitious character)', 'Monastic and religious life', 'thrillers', 'Monasticismo y vida religiosa', 'suspense', 'mystery & detective', 'Continental european fiction (fictional works by one author)', 'Powieść włoska', 'Ficción']"	"1980"	149	533	"https://covers.openlibrary.org/b/id/8598263-M.jpg"	"https://covers.openlibrary.org/b/id/8598263-L.jpg"	4.16	94	"2519"	"B00BL93VD2"
"OL10263W"	"Le petit prince"	"Antoine de Saint-Exupéry"	"*Le Petit Prince* est une œuvre de langue française, la plus connue d'Antoine de Saint-Exupéry. Publié en 1943 à New York simultanément à sa traduction anglaise, c'est une œuvre poétique et philosophique sous l'apparence d'un conte pour enfants.  Traduit en quatre cent cinquante-sept langues et dialectes, *Le Petit Prince* est le deuxième ouvrage le plus traduit au monde après la Bible.  Le langage, simple et dépouillé, parce qu'il est destiné à être compris par des enfants, est en réalité pour le narrateur le véhicule privilégié d'une conception symbolique de la vie. Chaque chapitre relate une rencontre du petit prince qui laisse celui-ci perplexe, par rapport aux comportements absurdes des « grandes personnes ». Ces différentes rencontres peuvent être lues comme une allégorie.  Les aquarelles font partie du texte et participent à cette pureté du langage : dépouillement et profondeur sont les qualités maîtresses de l'œuvre.  On peut y lire une invitation de l'auteur à retrouver l'enfant en soi, car « toutes les grandes personnes ont d'abord été des enfants. (Mais peu d'entre elles s'en souviennent.) ». L'ouvrage est dédié à Léon Werth, mais « quand il était petit garçon ».  (Wikipedia)"	"['Rhaeto-romance/romansh prose', 'Toy and movable books', 'friendship', 'Rhaeto-romance/romansh literature', 'Fantasmes', 'Philosophy', 'Juvenile', 'Romans', 'General', 'Short novel', 'New york times bestseller', 'nouvelles', 'etc. pour la jeunesse', 'adventure', 'fiction', 'Princes -- Juvenile fiction', 'Translations into english', 'Princes', 'Juvenile films', 'Novela fantástica', 'Nyt:picture-books=2009-12-27', 'Amistad -- Novela juvenil', \"\"Children's literature\"\", 'Fiction', 'Translations into Spanish', 'love', 'readers', 'In library', \"\"Pilotes d'aéronef -- Romans\"\", 'Extraterrestrial beings', 'loss', 'fantasy', 'Princes -- Romans', 'Deaf children', 'Asteroids', 'french', 'Texts translated into rhaeto-romance/romansh', 'Príncipes -- Novela juvenil', 'Turkish', 'Fiction - general', 'Italian language', 'Drama', 'Juvenile fiction', 'Friendship', 'Novela juvenil', 'Air pilots', 'French', 'Príncipes', 'general', 'Deserts', 'Travel', 'Allegories', 'Planets', 'loneliness', \"\"Children's fiction\"\", 'Literary collections', 'Fantastic fiction', 'Air pilots -- Juvenile fiction', 'Adventure and adventurers', 'Pilotos aéreos -- Novela juvenil', 'Translations into Turkish', 'Pride and vanity', 'Legends', 'Translations into serbo-croatian', 'Foxes', 'childhood', 'Friendship -- Juvenile fiction', 'Cuentos de hadas', 'Fantasy fiction', 'Continental european fiction (fictional works by one author)', 'French language', 'Conduct of life', 'Pied Piper of Hamelin (Legendary character)', 'Fairy tales', \"\"Children's stories\"\"]"	"1943"	358	96	"https://covers.openlibrary.org/b/id/10708272-M.jpg"	"https://covers.openlibrary.org/b/id/10708272-L.jpg"	4.41	139	"9406"	"B084G8MXL1"
"OL53994W"	"The Prince and the Pauper"	"Mark Twain"	"When young Edward VI of England and a poor boy who resembles him exchange places, each learns something about the other's very different station in life. Includes a brief biography of the author."	"['Translations from English', 'Social classes', 'England', 'Social role', 'tudors', 'Children of alcoholics', 'Historical fiction', 'Large print', 'Kings and rulers', 'Comic books', 'Large type books', 'Translations into Japanese', 'American fiction (fictional works by one author)', 'Poor', 'Readers', 'Private schools', 'fiction', 'American literature', 'strips', 'Edward', 'Poverty', '1485-1603', 'Sexual ethics for teenagers', 'History', 'Theft', 'Edward vi', 'Fiction', 'action & adventure', 'Sexual ethics', 'Adventure stories', 'Sex instruction for youth', 'king of england', 'Juvenile fiction', 'Adventure fiction', 'general', 'Open Library Staff Picks', 'Kindness', 'Mistaken identity', 'Lookalikes', \"\"Children's fiction\"\", 'Adaptations', '1537-1553', 'London (england)', 'Impostors and imposture', 'Poor children', 'Adventure and adventurers', 'historical', 'Great britain', 'history', 'Social and customs', 'Japanese literature', 'Boys', 'Hunger', 'Princes', 'English literature', 'Classic Literature']"	"1881"	755	256	"https://covers.openlibrary.org/b/id/8221267-M.jpg"	"https://covers.openlibrary.org/b/id/8221267-L.jpg"	3.54	28	"62451"	"B01CYYC1WO"
"OL476641W"	"Winnie-the-Pooh"	"A. A. Milne"	"A.A. Milne's Pooh stories need no introduction; they have been loved by generations of children and their parents ever since they were first published in 1926.  In his autobiography, Milne wrote: 'The animals in the stories came for the most part from the nursery. My collaborator [his wife] had already given them individual voices, their owner by constant affection had given them the twist in their features which denotes character, and Shepard drew them, as one might say, from the living model.'   ----------   Contains:   - In Which We Are Introduced to [Winnie the Pooh and Some Bees][2] and the Stories Begin  - In Which [Pooh Goes Visiting and Gets into a Tight Place][3]   - In Which [Pooh and Piglet Go Hunting and Nearly Catch a Woozle][4]  - In Which [Eeyore Loses a Tail and Pooh Finds One][5]  - In Which [Piglet Meets a Heffalump][6]  - In Which [Eeyore has a Birthday and Gets Two Presents][7]  - In Which [Kanga and Baby Roo Come to the Forest and Piglet has a Bath][8]  - In Which [Christopher Robin Leads an Expotition to the North Pole][1]  - In Which [Piglet is Entirely Surrounded by Water][9]  - In Which [Christopher Robin Gives Pooh a Party][10] and We Say Goodbye  ---------- Also contained in:   - [Winnie-the-Pooh / The House at Pooh Corner][11]     [1]: https://openlibrary.org/works/OL476425W/Christopher_Robin_Leads_an_Expotition_to_the_North_Pole   [2]: https://openlibrary.org/works/OL476696W   [3]: https://openlibrary.org/works/OL476823W/   [4]: https://openlibrary.org/works/OL476746W/   [5]: https://openlibrary.org/works/OL476804W/   [6]: https://openlibrary.org/works/OL476831W/   [7]: https://openlibrary.org/works/OL476821W/   [8]: https://openlibrary.org/works/OL476826W/   [9]: https://openlibrary.org/works/OL15658624W   [10]: https://openlibrary.org/works/OL476803W   [11]: https://openlibrary.org/works/OL15742938W/"	"['Coloring books', 'Juvenile audience', 'Childrens stories', 'Toy and movable books', 'Bears', 'friendship', 'bears', 'Tail', 'German language', \"\"Children's stories\"\", 'Eeyore (Fictitious character)', 'Specimens', 'bees', 'Animals', 'imagination', 'Readers', 'Initial teaching alphabet', 'fiction', 'Amistad', 'kangaroos', 'Toys', \"\"children's stories\"\", 'Swine', 'Protected DAISY', 'piglets', 'Rain and rainfall', 'Fiction', 'Pigs', 'Latin language materials', 'Humor', 'Tigger (Fictitious character)', 'Series', 'lost and found posessions', 'New York Times reviewed', 'Juvenile fiction', 'Juvenile poetry', \"\"Children's poetry\"\", 'Easy books', 'general', 'stuffed animals', 'Child and youth fiction', 'Color', 'rain', \"\"Children's fiction\"\", 'water', 'rabbits', 'Ficción juvenil', 'rainfall', 'Teddy bears', 'juvenile literature', 'Eeyore (fictitious character)', 'Rebuses', 'Winnie-the-Pooh (Fictitious character)', 'Board books', 'English', 'Juvenile works', 'English literature', 'German language materials', 'Winnie-the-pooh (fictitious character)', 'Picture books for children', 'Humorous stories']"	"1925"	185	158	"https://covers.openlibrary.org/b/id/8610816-M.jpg"	"https://covers.openlibrary.org/b/id/8610816-L.jpg"	4.13	52	"212486"	NA
"OL14873315W"	"The Lost Symbol"	"Dan Brown"	"The Lost Symbol is a 2009 novel written by American writer Dan Brown. It is a thriller set in Washington, D.C., after the events of The Da Vinci Code, and relies on Freemasonry for both its recurring theme and its major characters.  Released on September 15, 2009, it is the third Brown novel to involve the character of Harvard University symbologist Robert Langdon, following 2000's Angels & Demons and 2003's The Da Vinci Code.  ---------- See also: [Lost Symbol [2/2]](https://openlibrary.org/works/OL27717939W)"	"['Novela', 'Secret societies', 'Robert (Fictitious character)', 'Translations into German', 'Criptógrafos', 'Reading Level-Grade 11', 'Translations into Dutch', 'Freemasons', 'Robert (Personaje literario)', 'Romans', 'Suspense & Thriller', 'Reading Level-Grade 12', 'Kidnapping', 'Freimaurer', 'Cryptographers in fiction', 'nouvelles', 'Mystery fiction', 'Freemasonry in fiction', 'Aventures', 'fiction', 'Ficção americana', 'adventure fiction', 'Verschwo rung', 'Reading Level-Grade 10', 'Fiction', 'Langdon', 'Symbolik', 'Historical Fiction', 'American fiction', 'Spanish language materials', 'Freemasonry', 'Kryptologi', 'New York Times reviewed', 'Signes et symboles', 'ciphers', 'robert (fictitious character)', 'human enlightenment', 'adventure stories', 'general', 'nyt:hardcover-fiction=2009-10-04', 'Societes secretes', 'Masonería', 'Frimurare', 'Franc-macʹonnerie', 'Signs and symbols', 'Verschwörung', 'suspense fiction', 'Skönlitteratur', 'Noetic Science', 'Cryptographers', 'Action and adventure fiction', 'Cryptographes', 'thrillers', 'fictional works', 'Robert Langdon (Fictitious character)', 'Roman a suspense', 'New York Times bestseller', 'Detective and mystery fiction', 'collectionid:dbrl', 'Robert (Personnage fictif)', 'Franc-maçonnerie', 'Reading Level-Grade 9', 'Ficción']"	"2009"	120	604	"https://covers.openlibrary.org/b/id/8373389-M.jpg"	"https://covers.openlibrary.org/b/id/8373389-L.jpg"	3.6	75	"12585943"	"B00DSPGH1U"
"OL362702W"	"Julius Caesar"	"William Shakespeare"	"Presents the original text of Shakespeare's play side by side with a modern version, discusses the author and the theater of his time, and provides quizzes and other study activities."	"['822.3/3', 'drama', 'Assassination', 'Bibliography', 'Large type books', 'English literature: Shakespeare texts', 'William)', 'Stage history', 'Education', 'History', 'Reading Level-Grade 10', 'Rome Civil War', 'william', 'Biography', 'Study and teaching', 'Texts', 'Juvenile fiction', 'Promptbooks', 'Plays / Drama', 'Literary Criticism', 'Stream of consciousness', 'English drama', 'Tswana language', 'adaptations', 'Pictorial works', 'Study guides', 'English literature: Shakespeare criticism', 'Conspiracies', 'Antoine (Marcus Antonius)', 'julius caesar', '43-31 B.C.', 'Peace', 'Rome', 'Julius Caesar (Shakespeare', 'Pr2808.a2 c45 2012', 'Roman', 'british and irish', 'open_syllabus_project', 'julius', 'Plays', 'Translations into Tagalog', \"\"Children's fiction\"\", 'Assassins', 'juvenile literature', 'Outlines', 'Rome in literature', 'Conspiracies--drama', 'Caesar', 'dramatic production', 'Juvenile literature', 'Translations into German', 'Reading Level-Grade 11', 'Dictators', 'Histoire', 'Rezeption', 'Criticism and interpretation', 'Julius', 'Reading Level-Grade 12', 'syllabi', 'Reading Level-Grade 8', 'Language', 'Problems', 'Assassinationcaesar', '1387-1422', 'Henry v', 'Roman psychologique', 'Théâtre', 'Fiction', 'Classic Literature', 'Teatro', 'Tagalog drama', 'Renaissance Rhetoric', 'Nonfiction', 'Histoire et critique', 'study and teaching', \"\"Children's plays\"\", 'In literature', 'Textual Criticism', 'Julius Caesar', 'Heads of state', 'English literature', 'Translations from English', '1564-1616', 'LITERARY COLLECTIONS', 'Stream of consciousness fiction', 'General', 'For National Curriculum Key Stage 3', 'Examinations', 'Tragedies', 'criticism and interpretation', 'Shakespeare', 'Juvenile drama', 'history and criticism', 'English Young adult drama', 'British and irish drama (dramatic works by one author)', 'king of england', 'Drama', 'Literature', 'exercises', 'Adaptations', 'Assassins--drama', 'Generals', 'English', 'History and criticism', 'Reading Level-Grade 9']"	"1684"	697	149	"https://covers.openlibrary.org/b/id/7901303-M.jpg"	"https://covers.openlibrary.org/b/id/7901303-L.jpg"	3.54	46	"1625812"	"147422038X"
"OL15366912W"	"Utopia"	"Thomas More"	"First published in 1516, Thomas More's Utopia is one of the most important works of European humanism. Through the voice of the mysterious traveler Raphael Hythloday, More describes a pagan, communist city-state governed by reason. Addressing such issues as religious pluralism, women's rights, state-sponsored education, colonialism, and justified warfare, Utopia seems remarkably contemporary nearly five centuries after it was written, and it remains a foundational text in philosophy and political theory."	"['Politieke filosofie', 'Proverbs', 'Statesmen', 'Relations humaines', 'Bibliography', 'Utopías', 'Political theory & ideology', 'Specimens', 'Aufsatzsammlung', 'Large type books', 'Philosophical positions & movements', 'British and irish fiction (fictional works by one author)', 'Sources', 'Communauté', 'Utopia (More', 'Saint)', 'Utopies', 'Politics', 'Miniature books', 'Ouvrages avant 1800', 'History', 'Propriété', 'British fiction', 'Fiction', 'Fiction & literature classics', 'Humanists', 'Politics and government', 'Utopias', 'Early works to 1800', 'Consolation', 'Major branches of philosophical study', '335.02', 'Irish fiction', 'Nonfiction', 'Aspect social', 'British philosophy', 'Vertus', 'Hx810.5 .e54 2003', 'Thomas', 'Argent (Monnaie)', 'Political science', 'Essays', 'Socialisme', 'République', 'Intellectual movements', 'Pluralisme religieux', 'History & theory', 'Renaissance & modern philosophy', 'Classic Literature', 'Intellectual life', 'Hx811 1516 .m8 t9', 'Christian martyrs', 'Correspondence']"	"1518"	198	176	"https://covers.openlibrary.org/b/id/7222976-M.jpg"	"https://covers.openlibrary.org/b/id/7222976-L.jpg"	3.22	18	"4193391"	NA
